STATE_NAME,NAME,KEY,ID,rate_brcamort9397,MDratio,hosp,hosponc,scrnmamm,pcturban,urbrural,pcincome,pctpoor,pctlt9ed,pcthsed,pctcoled,unemploy,homevalu,rent,pop96,mammog2ysm,SmokecurF,SmokevrF,Obese,Noins
Nebraska,Hall,785,1663,32.9,138.73,3.91,1.94,1.97,80.5,5,19953,10.7,8.4,79.3,14.6,2.2,47700,319,51485,0.45,0.2,0.37,0.32,0.06
Indiana,Huntington,786,700,25.3,84.22,2.72,2.7,2.75,46.3,2,20244,6.6,6.2,78.6,11.8,4.4,44200,344,37024,0.59,0.26,0.48,0.33,0.1
Illinois,Iroquois,787,601,25.8,63.67,6.37,0,0,17.6,6,18287,9.2,13,73.4,10.1,5.1,40200,306,31625,0.47,0.25,0.45,0.37,0.17
Indiana,Miami,788,717,34,73.59,3.07,3.06,5.8,46.4,6,17637,10.9,8,76.4,9.7,6.7,40300,318,32686,0.51,0.21,0.44,0.33,0.11
Illinois,Ford,789,590,12.4,63.71,7.08,0,7.18,53.8,6,19697,9.3,9.7,77.2,12.1,4.9,42400,296,14164,0.47,0.21,0.45,0.37,0.17
Colorado,Moffat,790,258,19.3,74.16,8.24,0,16.81,71.2,7,19911,11.1,6.4,79.9,16.4,6.1,53200,299,12086,0.53,0.18,0.38,0.27,0.19
Colorado,Weld,791,279,20.1,137.82,0.68,0.66,2.08,62.1,3,18178,15.4,12.1,74.9,18.4,4.7,67500,357,152189,0.59,0.2,0.43,0.35,0.11
Colorado,Jackson,792,246,18.2,0,0,0,0,0,9,16471,10,8.6,82.1,15.3,7.4,48900,292,1521,0.55,0.2,0.47,0.28,0.1
Nebraska,Perkins,793,1691,21.9,61.26,30.63,30.77,0,0,9,18953,14.6,10.2,79,16.7,2.5,36400,301,3250,0.46,0.2,0.37,0.38,0.09
Colorado,Logan,794,255,33.1,117.52,5.6,5.55,5.72,59,7,20275,14.9,9.1,79.1,14.2,3.4,43800,279,18021,0.5,0.16,0.41,0.3,0.21
Colorado,Sedgwick,795,275,9.8,76.75,38.37,37.72,0,0,9,20652,11.5,15.5,70.9,8.6,3.5,29300,207,2651,0.55,0.21,0.47,0.27,0.13
Colorado,Routt,796,271,31.9,173.56,5.98,5.89,12.39,47.5,7,26102,9.8,2.2,91.7,34.7,4.2,96400,492,16975,0.52,0.2,0.43,0.26,0.21
Colorado,Larimer,797,252,18.7,170.34,1.84,0.9,2.83,80.3,3,21747,12,4.2,88.6,32.3,3.9,84000,420,221725,0.51,0.23,0.46,0.28,0.13
Utah,Daggett,798,2753,0,0,0,0,0,0,9,14451,14.8,4.6,75.4,11.7,6.3,44800,270,752,0.6,0.1,0.22,0.32,0.08
Ohio,Crawford,799,2031,22.9,81.7,6.28,4.23,6.32,63.3,3,18623,11.6,9.3,73.8,9.3,6.2,42600,303,47290,0.58,0.24,0.5,0.31,0.08
Nevada,Lander,800,1724,12,30.9,15.45,0,0,56.5,7,20768,10.7,7.2,73.2,10.8,9,61100,374,6815,,0.19,0.35,0.31,0.15
Nevada,Eureka,801,1722,0,0,0,0,0,0,9,23165,10.3,6.9,75.2,13.6,8.9,53800,424,1577,0.54,0.2,0.46,0.36,0.16
Ohio,Richland,802,2084,26.2,112.13,2.34,0.78,3.12,68.3,3,19472,11.3,9.7,73.5,11.6,6.1,51700,343,128151,0.51,0.23,0.42,0.27,0.12
Ohio,Wayne,803,2099,28.3,79.05,1.86,1.84,2.83,38.2,4,20315,11.7,10.8,73.6,13.9,3.5,65600,367,108556,0.66,0.23,0.43,0.35,0.11
Ohio,"Van Wert",804,2095,22.9,49.24,3.28,3.29,6.61,46.2,6,19046,7.1,6.2,79.2,9.3,4.3,45400,325,30426,0.51,0.21,0.42,0.42,0.12
Ohio,Wyandot,805,2102,26.5,48.39,4.4,4.4,0,43.1,7,18326,8.5,8.5,76.5,8.7,5,46100,293,22718,0.51,0.21,0.39,0.26,0.17
Ohio,Stark,806,2090,25.1,172.81,1.6,1.07,2.4,78,2,21596,11.1,7.7,76,14.3,5,57400,356,374406,0.51,0.29,0.54,0.32,0.14
Illinois,Peoria,807,635,25.2,340.83,2.18,1.09,2.73,83.9,2,23033,14.5,9,77.9,19.5,4.6,48500,359,183337,0.58,0.25,0.45,0.37,0.17
Pennsylvania,Northampton,808,2263,24.2,200.55,0.78,0.78,4.31,70,2,22847,7.3,10.6,73.1,16.7,5.4,104900,452,257719,0.47,0.2,0.43,0.38,0.09
Nevada,Pershing,809,1729,27.4,0,22.09,0,0,0,9,18415,13,11.2,73.1,7.2,5.5,65500,389,4708,0.48,0.25,0.49,0.31,0.16
Pennsylvania,Schuylkill,810,2269,26.2,95.04,2.6,1.97,3.26,41.7,4,18839,10.7,12.6,68.4,8.1,7.8,37900,284,152630,0.55,0.21,0.43,0.38,0.09
Indiana,Adams,811,666,24.5,34.04,3.09,3.06,3.11,39.2,2,19479,11.6,11.7,74.4,10.7,5.1,50800,319,32686,0.41,0.23,0.43,0.34,0.11
Indiana,Wells,812,755,27.4,162.23,7.55,3.75,7.61,34.8,2,21633,5.6,6.7,79,12.1,3.5,53300,323,26651,0.46,0.23,0.42,0.35,0.11
Illinois,Woodford,813,665,25.4,46.27,0,0,2.95,21.5,2,20932,7.2,9.4,80,15.4,2.6,57400,337,34798,0.41,0.23,0.43,0.36,0.11
Ohio,Columbiana,814,2029,26.1,63.48,1.79,1.8,1.8,40.2,2,17597,15.9,9.7,71.8,8.5,5.5,42300,306,111406,0.56,0.21,0.42,0.36,0.12
"New York",Bronx,815,1801,29.4,213.67,1.09,0.67,0.42,100,0,17943,28.7,18.5,58.5,12.2,9.6,173000,443,1193775,0.72,0.18,0.4,0.31,0.14
Indiana,Cass,816,674,28.7,103.67,5.18,2.58,2.6,43.8,6,18991,10.3,7,75.9,9,7,40000,299,38829,0.47,0.26,0.48,0.33,0.11
Indiana,White,817,756,30.8,44.89,4.08,3.99,4.13,22.5,6,19655,7.7,6.8,77.9,10.7,4.5,46800,335,25081,0.4,0.23,0.47,0.36,0.11
Utah,"Salt Lake",818,2766,20.6,271.28,2.1,0.72,1.76,99.4,0,20333,9.9,3,85.3,23.8,3.1,70700,379,827818,0.53,0.18,0.38,0.27,0.2
Ohio,Allen,819,2016,21.2,154.48,2.74,1.84,2.75,67.3,3,19867,12.7,7.2,76.1,11.4,5.8,52100,346,108440,0.43,0.21,0.5,0.32,0.12
Pennsylvania,Indiana,820,2247,29.6,109.27,1.1,1.11,1.1,20.9,6,17746,18.7,12.2,74,14.4,9.3,50100,334,90073,0.47,0.24,0.42,0.33,0.09
Iowa,Fremont,821,793,34.2,49.4,12.35,12.63,12.18,0,9,16569,12.2,9.3,77.7,11.3,3.1,32000,262,7918,0.53,0.19,0.44,0.37,0.09
Iowa,Page,822,830,25.9,65.96,17.99,5.96,17.92,63.3,7,19351,13.8,11.1,78.2,13.5,3.6,34300,253,16784,0.55,0.2,0.41,0.33,0.07
Iowa,Taylor,823,844,30,0,0,0,0,0,9,13152,18.3,12.7,75,8.7,5,23500,235,7186,0.49,0.24,0.46,0.35,0.1
Iowa,Ringgold,824,837,3.4,37.22,18.61,18.71,18.47,0,9,13784,17.2,10.5,78,10.3,4.1,21800,262,5345,0.53,0.23,0.42,0.37,0.09
"New York",Nassau,825,1828,28.9,501.47,1.15,0.38,1.69,99.6,0,36609,3.7,6,84.2,30,4.5,208500,749,1303389,0.55,0.18,0.44,0.32,0.17
Iowa,Davis,826,783,11.9,46.84,11.71,11.84,11.81,31,7,15625,17.8,17.3,71.9,10.5,4.1,28700,275,8447,0.46,0.24,0.46,0.35,0.11
Iowa,"Van Buren",827,846,33.1,0,12.87,12.81,0,0,9,14725,16.8,14.1,74.7,9.6,4.1,21500,240,7807,0.46,0.21,0.34,0.32,0.1
Iowa,Decatur,828,784,26.5,48.92,12.23,0,12.38,0,9,12854,21,13.3,71.8,12.3,6.7,22800,220,8232,0.6,0.18,0.39,0.36,0.11
Iowa,Wayne,829,850,30.3,14.56,14.56,0,14.41,0,9,14394,19.1,14,71.7,8.4,3.9,20000,233,6847,0.57,0.24,0.46,0.35,0.1
"New Jersey",Essex,830,1750,31.5,344.04,1.85,0.66,1.7,100,0,30457,14.3,12.2,70.1,24,7.6,194400,528,755089,0.54,0.23,0.46,0.34,0.12
Iowa,Appanoose,831,761,18.3,58.51,7.31,0,7.28,43.2,7,15201,20.4,14.2,72.1,11.5,5.4,24700,254,13616,0.46,0.19,0.42,0.39,0.08
Pennsylvania,Snyder,832,2270,29.4,92.48,0,0,7.96,14.7,7,21918,11,18.2,64.4,10.6,5.4,56800,324,38034,0.53,0.25,0.49,0.41,0.09
"New York","New York",833,1829,26.7,886.89,1.84,0.91,1.26,100,0,58096,20.5,12.4,75.3,42.2,7,470700,513,1533774,0.54,0.28,0.5,0.34,0.08
Utah,Uintah,834,2772,20.9,55.99,4,0,4.09,41.6,7,12690,18.7,4.2,73.7,11.2,7.1,43900,296,24472,0.22,0.06,0.14,0.31,0.12
Pennsylvania,Beaver,835,2219,27.2,110.65,1.06,0.53,3.72,75.1,0,19664,13.1,9,74.9,11.9,6,50200,321,187009,0.47,0.21,0.42,0.38,0.12
Pennsylvania,Mifflin,836,2259,17.7,118.98,2.12,2.13,6.38,20.2,6,16588,13.4,14.4,68.2,8.7,7.1,45000,286,47006,0.48,0.23,0.46,0.35,0.1
Utah,Duchesne,837,2755,21,94.21,7.25,0,7.33,31,7,14257,18.7,5.4,74.8,11.8,9.3,43800,335,13778,0.23,0.14,0.31,0.29,0.12
"New Jersey",Hudson,838,1752,27.6,180.3,1.64,1.09,1.45,100,0,23561,14.8,17.2,64.1,19.7,9.3,157400,525,550789,0.68,0.2,0.45,0.34,0.09
Iowa,Lee,839,813,25.4,99.67,5.11,2.57,7.69,62.2,5,19003,12.9,10.5,77.5,10.7,5,35600,293,38879,0.5,0.23,0.46,0.32,0.1
Ohio,Hardin,840,2047,21,50.7,3.17,3.16,3.18,44.3,6,16211,16.4,9,74,11.6,4.8,42000,289,31629,0.43,0.25,0.42,0.36,0.12
"New York",Queens,841,1839,26.1,246.23,0.71,0.3,0.92,100,0,25214,10.9,12.7,71.1,20.6,7.6,189100,560,1980643,0.55,0.22,0.5,0.32,0.11
Nebraska,Otoe,842,1689,25.4,55.76,13.94,0,13.91,45.9,6,18341,11.6,12.3,77.4,13.1,3.1,38700,296,14515,0.31,0.2,0.37,0.33,0.08
Pennsylvania,Lehigh,843,2254,27,237.71,2.35,0.67,3.69,81.4,2,25614,7.3,9.6,74.6,19.6,5.4,97200,461,297802,0.52,0.25,0.49,0.37,0.1
"New Jersey",Hunterdon,844,1753,24.1,182.81,1.72,0.84,2.6,11,1,35969,2.6,4.9,85.9,34.6,3.2,210700,721,118737,0.59,0.18,0.47,0.32,0.11
"New York",Suffolk,845,1850,28.9,238.83,1.4,0.66,1.19,96.3,0,27769,4.7,5.9,82.2,23,5.4,165200,802,1356896,,0.22,0.45,0.32,0.11
Illinois,McLean,846,620,22.8,150.06,1.44,1.44,3.63,75,3,23229,11.9,6.5,84.7,29,2.9,65400,387,139133,0.59,0.27,0.41,0.43,0.14
"New Jersey",Somerset,847,1761,27,324.74,1.13,0.37,3.84,80.4,0,41735,2.6,5.8,86.3,38.3,3.8,194800,719,269902,0.54,0.18,0.44,0.32,0.15
Indiana,Carroll,848,673,19.4,30.76,0,0,0,13.5,6,19114,7.5,7.1,76.2,10,3.3,45200,307,19643,0.54,0.25,0.46,0.33,0.12
Illinois,Tazewell,849,653,28.2,79.15,1.57,0.78,3.16,76.8,2,21443,9.1,8.8,78.6,13.6,4.4,48400,337,128366,0.47,0.23,0.45,0.39,0.17
Pennsylvania,Blair,850,2222,27.3,171.67,6.08,1.52,7.59,65,3,18891,14.1,8.8,75,10.5,6.4,40700,299,131450,0.55,0.23,0.51,0.37,0.12
Indiana,Benton,851,669,12.1,41.22,0,0,0,0,8,17408,8,8.4,77.1,9.2,4.9,38100,316,9669,0.28,0.25,0.48,0.34,0.11
Colorado,Phillips,852,265,24.1,46.41,46.41,0,0,0,9,20164,14.1,11.3,79,14.2,1.6,41600,252,4340,0.5,0.17,0.47,0.28,0.1
Pennsylvania,Huntingdon,853,2246,19.3,91.25,2.23,0,2.25,22,6,15028,13.4,11.9,71.2,9.4,10.2,43000,279,44977,0.28,0.21,0.42,0.35,0.09
"New York",Kings,854,1822,28.8,229.94,0.76,0.53,0.4,100,0,21328,22.7,15.6,63.7,16.6,9.2,194600,477,2273966,0.59,0.23,0.5,0.34,0.12
Pennsylvania,Cambria,855,2226,28.1,208.68,2.49,1.89,5.6,51.6,3,18488,14,13.7,71.2,10.8,8.2,39500,276,158500,0.53,0.21,0.43,0.34,0.1
"New Jersey",Union,856,1763,29.6,265.36,1.61,0.6,1.81,100,0,32285,7.2,10.7,75.2,25,6.5,179800,596,497281,0.48,0.18,0.43,0.32,0.12
Ohio,Mercer,857,2068,20,80.67,2.44,2.45,2.47,35.5,7,19412,6.7,8.7,75.5,8.6,8.9,60900,324,40890,0.51,0.24,0.43,0.34,0.12
Ohio,Carroll,858,2024,25.8,24.87,0,0,3.59,19.1,2,16245,11.7,9.5,71.5,7.9,4.9,47100,288,28522,0.48,0.23,0.42,0.43,0.12
Illinois,Fulton,859,592,19.8,69.61,2.58,2.59,2.62,50.2,6,16429,15.5,10.6,73.8,9.5,7.5,30400,296,38650,0.59,0.25,0.46,0.37,0.11
Ohio,Morrow,860,2073,22.5,26.55,3.32,3.28,3.37,10.4,6,15523,11.1,8.6,71.3,7.2,5.8,47500,336,30481,0.46,0.21,0.42,0.42,0.12
Ohio,Marion,861,2065,26.3,174.82,3.04,3.06,3.09,53,4,19069,12.7,7.9,73.8,9.9,5.9,42100,343,65323,0.51,0.24,0.48,0.32,0.08
Nebraska,Saline,862,1699,39.1,46.38,15.46,7.7,15.51,38.1,6,17926,10.9,12.8,76,12.6,1.5,37300,296,12988,0.54,0.22,0.45,0.33,0.08
Nebraska,Adams,863,1624,20.2,205.19,6.73,3.37,6.74,77.1,5,21013,9.9,7.1,81.2,15.6,1.5,44600,301,29698,0.59,0.17,0.35,0.33,0.08
Nebraska,Clay,864,1641,21.4,28.04,0,0,0,0,9,19286,11.1,12.5,76.9,11.7,2,27400,254,7209,0.43,0.2,0.39,0.32,0.06
Nebraska,Fillmore,865,1653,14.5,43.07,14.36,14.55,14.53,0,9,22464,8.9,9.8,81.4,11.9,2.1,30300,272,6871,0.31,0.16,0.35,0.36,0.09
Pennsylvania,Juniata,866,2249,27.3,23.04,0,0,0,0,8,16743,9.8,16.9,65.2,7.3,8.6,51500,280,21793,0.56,0.21,0.46,0.35,0.09
Nebraska,Hayes,867,1666,0,0,0,0,0,0,9,23249,17.5,8.8,80.6,10.7,3.7,18100,235,1136,0.46,0.16,0.4,0.4,0.06
Nebraska,Chase,868,1638,34.5,46.65,23.33,23.45,23.65,0,9,19877,14.1,12,79,15.1,2.1,37000,270,4265,0.46,0.25,0.49,0.37,0.14
Nebraska,Frontier,869,1655,26.9,0,0,0,0,0,9,15513,18.2,9.3,81,10.5,2.7,24800,231,3220,0.4,0.17,0.36,0.27,0.08
Nebraska,Gosper,870,1660,7.2,0,0,0,0,0,9,15816,8.5,10.9,79.1,13.9,2.5,40500,280,2256,,0.2,0.46,0.4,0.11
Ohio,Auglaize,871,2020,24.6,53.33,2.13,0,2.14,55.9,3,20450,6.3,6.7,76.5,9.8,5.1,58600,347,47059,0.58,0.24,0.42,0.37,0.1
Nebraska,Kearney,872,1673,35.9,45.19,15.06,0,0,41.5,7,21219,10.5,9.3,80.3,17.9,1.8,42000,307,6648,0.46,0.26,0.5,0.42,0.23
Utah,Wasatch,873,2774,30.6,93.56,8.51,0,0,47.4,6,16997,7.9,2.9,83.2,18.5,4.9,69400,393,12046,0.56,0.17,0.35,0.31,0.2
Nebraska,Phelps,874,1692,10.4,100.18,10.02,0,10.13,58.4,7,23533,8.8,7.8,85,15.5,1.8,39600,284,9995,0.51,0.19,0.36,0.33,0.06
Pennsylvania,Berks,875,2221,26,175.07,1.43,0.57,4.31,61.9,2,24139,8,12.1,70,15.1,4.8,80900,413,352353,0.4,0.23,0.44,0.38,0.1
Pennsylvania,Westmoreland,876,2280,26.3,139.44,1.86,1.33,3.45,62.7,0,21487,10.7,9.6,77.7,15.4,6.7,56600,321,376297,,0.23,0.46,0.34,0.1
Pennsylvania,Allegheny,877,2217,27.6,429.52,2.52,1.23,5.45,95.9,0,26921,11.5,7.4,79,22.6,5.2,56300,389,1296037,0.53,0.24,0.46,0.38,0.09
Indiana,Grant,878,692,29.4,111.23,2.71,1.36,1.36,61.1,4,19388,13.1,8.4,71.8,11.2,7.2,39900,318,73469,,0.19,0.41,0.33,0.11
Ohio,Holmes,879,2052,33,58.08,2.77,0,2.85,9.6,7,14831,17.2,33,46.9,6.6,3.2,63300,297,36786,,0.24,0.5,0.39,0.08
Pennsylvania,Dauphin,880,2237,28.2,394.58,2.03,1.22,5.7,75.2,2,24613,10.1,7.5,77.6,18.6,3.9,71100,428,246807,0.4,0.23,0.47,0.35,0.09
Ohio,Tuscarawas,881,2093,24.2,84.74,2.29,2.28,2.31,47.5,4,18369,11.1,10.1,71.9,9,5.4,49700,311,87803,0.48,0.21,0.42,0.42,0.12
"New York",Richmond,882,1841,31.8,329.38,1.26,0.5,0.5,100,0,27209,7.8,7.2,78.6,20.7,7.4,184600,578,398748,0.55,0.18,0.46,0.32,0.11
Illinois,Hancock,883,597,20.7,46.97,4.7,0,4.66,27.8,7,18015,11.8,10.1,77.5,14.4,4.5,34400,276,21205,0.69,0.25,0.46,0.37,0.14
Illinois,McDonough,884,618,27.8,98.54,2.82,2.93,2.81,65.9,5,15985,19.1,8.1,80.3,23.2,2.6,35700,289,34152,0.46,0.2,0.46,0.34,0.08
Pennsylvania,Perry,885,2265,21.4,43.65,0,0,4.64,5.9,2,18193,7.5,9.9,72.3,8.9,4.4,64400,342,43727,0.43,0.3,0.51,0.38,0.16
"West Virginia",Hancock,886,2965,27.9,138.19,0,0,5.75,61,3,19935,11.9,12.7,72.5,8.9,6.1,45100,320,34705,0.37,0.19,0.43,0.28,0.11
Pennsylvania,Bucks,887,2224,27.8,178.25,1.74,0.86,2.82,81.4,0,27746,4,5.2,82.9,24.8,5.1,139000,604,578715,0.5,0.24,0.45,0.36,0.1
Missouri,Clark,888,1474,33.6,0,0,0,0,0,9,13649,20.5,15.2,67.4,7.9,4.8,25300,225,7499,0.48,0.27,0.5,0.36,0.06
Missouri,Scotland,889,1550,20.3,0,20.64,20.83,20.88,0,9,14212,25.4,17.8,69.5,8.5,4.6,25700,190,4800,0.53,0.26,0.45,0.39,0.13
Missouri,Schuyler,890,1549,17,0,0,0,0,0,9,13466,21,16.3,68,8,4.8,20400,203,4376,0.53,0.26,0.43,0.39,0.17
"New Jersey",Middlesex,891,1755,26.5,258.84,1.43,0.28,1.73,95.9,0,28425,5.1,8.6,79.4,26.5,5.5,164100,667,702458,0.54,0.19,0.48,0.32,0.11
Ohio,Jefferson,892,2055,30.3,100.94,1.28,0,2.54,55.9,3,17715,17.1,10.6,71.9,8.8,7.1,42300,289,77037,0.59,0.21,0.42,0.31,0.12
Indiana,Blackford,893,670,23.7,56.49,7.06,0,7.15,50.6,6,16764,9.9,9,73,8.9,6.4,31700,283,14134,0.56,0.23,0.41,0.33,0.11
Missouri,Putnam,894,1537,13.5,0,19.63,0,0,0,9,13656,19.9,21.5,64.5,8.7,3.6,20900,205,5049,0.46,0.25,0.45,0.34,0.1
Missouri,Atchison,895,1454,41.4,42.03,14.01,0,13.95,0,9,15492,18.1,12.4,76.8,14.2,2.8,29500,243,7291,0.53,0.22,0.4,0.34,0.08
Indiana,Jay,896,703,26.3,68.49,4.57,0,4.59,42.2,6,16058,9.7,11.2,68.9,8.2,5.5,31800,281,21733,0.53,0.26,0.48,0.33,0.1
Utah,Utah,897,2773,19.5,113.12,1.67,0.31,1.72,92.9,2,15099,15.4,2.8,87.9,26.2,2.9,69900,349,319694,0,0.1,0.33,0.3,0.12
Missouri,Nodaway,898,1525,36.1,75.84,4.74,4.76,4.74,49.1,6,15784,21.8,9.3,80.7,17.5,1.5,36300,277,21030,0.35,0.26,0.45,0.39,0.15
Missouri,Mercer,899,1516,11.4,24.47,0,0,0,0,9,16162,18.3,16.2,71,8.2,4.1,19600,195,4004,0.46,0.26,0.45,0.29,0.19
Indiana,Howard,900,699,23.6,130.13,3.58,2.38,6.02,70.3,3,24013,11.5,7.4,78.5,14.3,4.4,51500,364,84126,0.53,0.23,0.44,0.36,0.11
Missouri,Harrison,901,1492,14.7,60.46,12.09,0,11.98,35.5,7,16654,18.8,14.8,71.6,8.3,4.3,20900,201,8317,,0.29,0.48,0.38,0.15
Indiana,Tippecanoe,902,744,28.1,195.88,2.96,1.45,2.23,76.4,3,19842,14.4,5.1,85.2,30.7,2.9,65400,401,138324,0.53,0.25,0.48,0.35,0.13
Missouri,Worth,903,1564,18.1,0,0,0,0,0,9,15868,22.5,12.1,74.3,8.7,5.4,14999,183,2335,0.5,0.27,0.49,0.32,0.17
Ohio,Knox,904,2056,23.4,90.18,1.96,0,4,30.7,6,18097,12.5,8.7,75.2,12.8,4.6,48900,321,51702,0.54,0.24,0.5,0.31,0.08
Nebraska,Nemaha,905,1687,18.6,74.69,12.45,12.69,12.88,43.1,7,19560,12.7,11.5,77.2,18.5,3.7,32200,255,7878,0.4,0.17,0.36,0.32,0.09
Pennsylvania,Lebanon,906,2253,25.7,176.39,2.57,0.85,1.72,42.3,2,21076,7.2,11,70,11.8,4.3,70500,355,117179,0.4,0.23,0.46,0.32,0.1
Ohio,Logan,907,2060,29.2,68.58,2.21,0,2.24,28.7,6,20470,10.5,6.9,74.5,8.9,4.1,52400,339,45606,,0.24,0.5,0.34,0.12
Nebraska,Gage,908,1657,20.9,61.27,4.38,4.37,4.38,54.2,6,19426,14.2,14.9,73.7,11.3,2.3,36100,280,22903,0.46,0.22,0.48,0.37,0.12
Nebraska,Johnson,909,1672,24.4,43.64,21.82,21.72,21.6,0,8,17305,12.1,15.7,73.6,8.5,3,26400,247,4604,0.46,0.17,0.37,0.34,0.07
Colorado,Morgan,910,261,26.9,75.86,8.43,4.03,8.54,60.3,6,17987,16,14.8,67.6,11.7,3.5,51000,321,24788,0.51,0.23,0.43,0.28,0.11
Ohio,Union,911,2094,29.4,46.54,2.74,2.67,2.82,30.2,6,20323,7.4,6.3,76.2,12,3.8,67000,395,37396,0.54,0.23,0.43,0.34,0.11
Illinois,Vermilion,912,655,20.3,120.17,3.47,1.17,2.29,56.1,4,18344,15.2,11.9,72.8,11.1,7.7,38500,324,85260,,0.25,0.46,0.39,0.13
Indiana,Warren,913,751,17.1,35.74,11.91,0,12.2,0,8,16132,9.2,9,71.6,9.4,4.6,39900,273,8188,0.53,0.23,0.44,0.39,0.11
Ohio,Shelby,914,2089,29.4,72.22,2.12,0,2.14,41.7,6,21383,7.7,8,72.9,11.2,4.4,59900,369,46837,0.54,0.24,0.46,0.31,0.08
