STATE_NAME,NAME,KEY,ID,rate_brcamort9397,MDratio,hosp,hosponc,scrnmamm,pcturban,urbrural,pcincome,pctpoor,pctlt9ed,pcthsed,pctcoled,unemploy,homevalu,rent,pop96,mammog2ysm,SmokecurF,SmokevrF,Obese,Noins
Missouri,Polk,1544,1535,24.3,61.22,4.08,3.98,4.2,31.4,6,14673,20.3,14.8,67,12,4.7,39600,261,25148,0.46,0.26,0.45,0.31,0.13
Kansas,Pratt,1545,932,29.3,103.14,10.31,10.26,10.41,68.9,7,18800,9.8,7.6,82.4,19.5,3,37300,313,9746,0.5,0.16,0.38,0.33,0.06
Virginia,Amherst,1546,2795,21.2,33.59,3.36,0,0,42.8,3,16022,9.8,22.3,58.9,10.7,3.7,56800,327,30065,0.24,0.24,0.43,0.34,0.11
California,"San Francisco",1547,197,20.6,563.4,1.78,1.09,2.31,100,0,36061,12.7,11.3,78,35,6.1,294800,653,735315,0.51,0.17,0.41,0.36,0.15
Virginia,Covington,1548,,0,,,,,,,,,,,,,,,,,,,,
Colorado,"Las Animas",1549,253,16.3,105.13,7.01,0,7.11,62.3,7,15438,26.2,17.7,67.6,12.7,5.3,44200,247,14485,0.53,0.24,0.47,0.27,0.12
Virginia,Lexington,1550,,0,,,,,,,,,,,,,,,,,,,,
"West Virginia",Wyoming,1551,3005,19.8,28.36,0,0,0,0,9,13087,27.9,24.8,53,6.2,10.8,34600,257,27993,0.52,0.28,0.48,0.4,0.14
Virginia,Botetourt,1552,2800,11.7,58.65,0,0,3.76,11.5,3,19630,6.2,13.4,72.9,13.6,2.7,72900,329,27813,0.48,0.2,0.44,0.32,0.15
Virginia,Buckingham,1553,2803,16.9,30.04,0,0,0,0,8,14544,19.5,25.5,53.6,7.9,5,44100,266,14388,0,0.22,0.45,0.31,0.1
Missouri,Dent,1554,1484,16.7,56.48,7.06,0,0,32.7,7,15316,25.2,24.8,53.9,7.9,6.5,34300,258,14054,0.41,0.26,0.45,0.31,0.19
Virginia,Middlesex,1555,2843,21.8,85.77,0,0,0,0,8,21864,12,12.1,66.6,14.7,3.9,75700,338,9396,0.42,0.27,0.45,0.22,0.07
California,Madera,1556,179,18.6,62.61,2.8,0.91,2.86,55.3,2,15842,17.5,19.1,63.4,11.7,15.1,85700,423,110481,0.51,0.15,0.4,0.29,0.14
Kentucky,Floyd,1557,997,30.7,120.18,6.8,0,11.34,8.2,7,14269,31.2,31.3,50.8,7.4,10.5,37600,266,43744,0.4,0.26,0.48,0.33,0.1
Kentucky,Pike,1558,1059,25.5,122.1,2.71,1.36,4.08,8.7,7,16260,25.4,31.5,50.2,7.7,9.4,40100,301,73389,0.46,0.31,0.46,0.35,0.15
Virginia,Cumberland,1559,2813,12.5,25.85,0,0,0,4.4,8,17645,15.8,21.3,57.6,11.2,2.6,48200,338,7845,0.33,0.31,0.48,0.38,0.19
Virginia,"Buena Vista",1560,,0,,,,,,,,,,,,,,,,,,,,
Missouri,Iron,1561,1498,22.3,64.3,9.19,0,9.14,0,9,13761,23.7,26.9,56.3,6.8,9.8,33900,256,10931,0.53,0.29,0.48,0.38,0.15
Colorado,Alamosa,1562,219,21.5,218.08,7.03,6.99,7.07,55.5,7,16654,24.8,10.4,76.9,24.1,6.4,48400,291,14300,0.5,0.21,0.5,0.27,0.1
Kentucky,Ohio,1563,1053,41.3,46.39,4.64,0,4.65,25.7,6,13621,23.6,25.5,53.1,6.2,10.9,34600,265,21826,0.46,0.26,0.48,0.33,0.1
Kansas,Stanton,1564,950,11.2,42.9,42.9,0,0,0,9,24835,14.8,12.6,76.9,16.9,2.4,45600,286,2297,0.45,0.09,0.18,0.38,0.11
Kansas,Haskell,1565,897,4,49.66,24.83,0,0,0,9,28334,7.6,13.8,76.1,13.4,3.5,45600,330,3922,0.51,0.15,0.35,0.3,0.11
Kansas,Grant,1566,890,11.1,76.56,12.76,0,13.03,77.1,7,19299,15.4,13.3,75.1,13.6,3,52900,319,7697,,0.11,0.3,0.36,0.11
Kentucky,Larue,1567,1023,19.4,31.64,0,0,0,23.6,7,16996,19.9,24.3,59,8.1,4.6,39800,225,12760,0.62,0.29,0.49,0.37,0.13
Kansas,Kiowa,1568,905,15.3,110.96,27.74,0,27.75,0,9,17273,13.9,9.6,78,14.6,2.6,32500,256,3571,0.45,0.21,0.39,0.35,0.13
Kansas,Wilson,1569,959,6.6,58.13,19.38,0,19.43,52.8,7,15693,15.4,10.2,74.6,11.4,4.8,22700,268,10353,0.47,0.2,0.39,0.34,0.1
Kansas,Neosho,1570,923,14.8,64.73,5.88,0,5.89,55.7,7,18467,13.7,9.8,77.2,11.5,4.5,27500,273,16893,0,0.16,0.35,0.31,0.13
Kentucky,Marion,1571,1039,22.3,71.62,5.97,0,6.02,34.5,7,15341,25.6,23.3,58.9,6.4,7.3,39700,229,17001,0.6,0.25,0.45,0.37,0.13
Kansas,Kingman,1572,904,23.4,35.02,11.67,11.7,11.81,38.5,6,18057,11.6,12.9,77.5,11.9,4.1,33000,287,8545,0.19,0.17,0.35,0.3,0.11
"West Virginia",Monroe,1573,2982,27.6,38.53,0,0,0,0,9,13540,21,22.3,62.1,8,6.9,41800,261,13015,0.53,0.19,0.45,0.34,0.13
Kentucky,Lee,1574,1026,9.1,38.18,0,0,0,0,9,11706,37.4,37.7,43.4,5.8,7.9,30900,177,7906,0.64,0.31,0.49,0.35,0.19
Kentucky,Boyle,1575,972,18,224.73,3.75,3.71,3.78,48.4,7,18345,17.1,16.2,65.4,14.4,4.6,53800,301,26945,0.37,0.23,0.45,0.34,0.12
Virginia,Henrico,1576,2829,24.9,465.12,3.71,1.86,4.88,96.1,2,28485,12.7,9.1,75,26.2,3.9,83000,509,431077,0,0.22,0.46,0.31,0.11
California,"San Mateo",1577,200,21.6,271.07,1.03,0.58,2.22,98.9,0,35802,6.3,6.9,84.1,31.3,4.3,340800,769,686909,0.51,0.14,0.39,0.31,0.22
Kentucky,Breathitt,1578,974,18.1,70.79,0,0,6.5,0,9,12934,39.5,34.8,47.8,8.6,10.9,30000,205,15640,0.32,0.26,0.48,0.33,0.1
Virginia,Powhatan,1579,2854,23.9,68.76,0,0,0,0,2,18250,5.7,13,66.3,12.2,2.7,76600,448,19794,0.37,0.23,0.47,0.31,0.11
Kentucky,McLean,1580,1036,42.9,41.22,10.3,0,0,0,8,15330,19.2,23.4,58.6,6.6,9,37300,222,9756,0.46,0.28,0.44,0.38,0.17
Kansas,Crawford,1581,875,27.9,84.96,5.48,2.75,5.5,65.1,4,18050,18.8,11.9,74.7,18.7,4.9,30600,299,36337,0.55,0.17,0.38,0.26,0.06
Virginia,Craig,1582,2811,25.6,0,0,0,0,0,8,16291,9.8,16.2,68.4,7.7,4.6,50800,278,4839,0.23,0.23,0.39,0.28,0.11
Kentucky,Webster,1583,1078,10.2,14.85,0,0,0,29.5,6,16846,16.5,19.9,60.7,6,8.2,29300,253,13524,0.75,0.25,0.49,0.33,0.17
Missouri,Barton,1584,1457,15.5,34.08,8.52,0,8.56,36.8,6,16808,14.2,14.7,68.2,8.2,3.2,31300,253,11829,0.43,0.29,0.39,0.35,0.15
Missouri,Madison,1585,1513,36,80.28,8.92,0,8.84,35.6,9,14713,21.9,25.9,54.4,6.7,8.9,33100,261,11379,0.53,0.26,0.4,0.29,0.11
Colorado,Baca,1586,222,21.4,68.43,22.81,22.27,0,0,9,17405,19,12.6,72,13.6,2.6,31900,235,4491,0.58,0.23,0.46,0.28,0.11
Colorado,Costilla,1587,229,20.5,0,0,0,0,0,9,14974,34.6,21.4,60.5,10.5,11.7,34300,187,3567,0.5,0.23,0.46,0.28,0.11
Kentucky,Lincoln,1588,1030,19.4,32.58,4.65,0,9.41,12.5,7,13966,27.2,30.1,50.4,6.2,5,37800,233,21781,0.45,0.25,0.44,0.36,0.12
Colorado,Montezuma,1589,259,12.1,111.16,4.63,0,4.78,39,7,16875,20.2,10.2,74.8,15.9,7.2,59400,331,21999,0.59,0.2,0.46,0.3,0.14
Colorado,"La Plata",1590,251,15.3,253.17,5.22,0,2.7,38.5,7,21277,15.7,4.8,85.7,28.1,4.7,85200,425,39453,0.6,0.2,0.41,0.2,0.12
Virginia,"New Kent",1591,2846,37.3,51.37,8.56,0,0,0,2,21842,4.9,9.1,72.8,13.4,3.2,86200,459,12047,0.33,0.23,0.45,0.36,0.11
California,Merced,1592,183,21.7,105.45,2.57,0.52,2.54,75.3,3,15653,19.9,21.1,63.1,12,16.9,90100,430,192311,0.51,0.18,0.49,0.31,0.15
Kentucky,Grayson,1593,1004,11.3,61.55,4.4,0,4.44,23.6,7,13970,23.8,32,48.3,6.1,6.9,35400,245,22910,0.47,0.26,0.47,0.33,0.1
Virginia,Bedford,1594,,0,,,,,,,,,,,,,,,,,,,,
Utah,Washington,1595,2775,23.3,107.63,2.83,1.37,3.02,73.9,4,16004,13.3,3.7,84.5,17.7,3.3,78300,414,73161,0.6,0.16,0.37,0.27,0.15
Illinois,Hardin,1596,598,22,38.58,19.29,0,0,0,9,15196,26.7,25.1,59.7,7,7,25100,214,5068,0.59,0.23,0.42,0.31,0.08
Virginia,"Richmond City",1597,,0,,,,,,,,,,,,,,,,,,,,
Illinois,Pope,1598,639,0,0,0,0,0,0,9,12936,25.2,20.2,65.2,6.3,7.2,29400,194,4735,0.28,0.22,0.45,0.39,0.12
Missouri,Texas,1599,1558,23.3,31.55,4.51,0,4.53,0,9,12746,22.9,19.7,60.9,7,9.5,34000,220,22385,0.46,0.27,0.45,0.34,0.08
Illinois,Union,1600,654,21.4,121.45,11.04,0,5.56,27.3,7,16252,18.2,19.6,64.2,10.9,8.3,37500,251,18079,0.46,0.21,0.4,0.56,0.35
Illinois,Johnson,1601,607,17.7,32.19,0,0,0,0,9,11976,15.6,16.5,66.2,9.1,8.9,36300,235,12954,0.55,0.2,0.42,0.34,0.13
Missouri,Reynolds,1602,1541,18,14.85,14.85,0,30.27,0,9,13424,24.2,24.6,53.1,6.5,5.6,30200,224,6699,0.45,0.26,0.45,0.39,0.15
Kansas,Elk,1603,881,16.6,0,0,0,0,0,8,17304,17.5,17.6,67.3,10.5,5.3,15000,188,3393,0.55,0.17,0.35,0.26,0.08
Missouri,Bollinger,1604,1460,30.1,8.89,0,0,0,0,9,13069,19.7,28.5,52.7,6.9,6.5,28700,241,11361,0.34,0.21,0.4,0.23,0.22
Missouri,"Cape Girardeau",1605,1467,22.4,223.54,3.06,3.04,4.65,70.9,5,20109,13.9,13,74.4,19.2,3.6,56400,327,65719,0.36,0.24,0.46,0.38,0.14
Virginia,Gloucester,1606,2823,29.5,116.69,2.99,0,3.06,29.5,1,19074,8.4,11,74,14.7,3.7,84800,444,33659,0,0.22,0.44,0.3,0.07
"West Virginia",Mercer,1607,2978,23.5,204.97,6.16,3.1,4.61,30.5,7,18178,20.4,17.3,63.1,11.6,5.7,44500,280,64521,0.53,0.21,0.46,0.33,0.11
Missouri,Dade,1608,1480,15,37.45,0,0,0,0,8,15072,17.3,15.1,71.8,9,4.7,30700,218,7919,0.48,0.26,0.45,0.29,0.19
Kentucky,Jackson,1609,1016,29.9,31.49,0,0,0,0,8,11398,38.2,43.6,38.3,4.9,9.3,27000,170,12832,0.6,0.26,0.48,0.33,0.1
California,Fresno,1610,169,20.6,174.69,1.9,0.67,2.88,83,2,18329,21.4,18.7,66.2,16.9,14.1,82800,434,751272,0.49,0.15,0.4,0.36,0.18
Kentucky,Hopkins,1611,1015,23.2,253,2.14,2.15,6.48,41.9,7,18218,17.2,20.9,62.5,9.6,7.3,39600,269,46545,0.4,0.31,0.49,0.37,0.17
Virginia,Chesterfield,1612,2809,27.8,104.83,0,0,1.2,84.7,2,25641,4.4,5.5,83.7,28.3,3.2,86900,541,259840,0.66,0.23,0.43,0.32,0.05
Virginia,Appomattox,1613,2796,33.2,46.96,0,0,0,0,8,16870,12.4,19.5,61.1,8.7,6,50100,295,12879,0,0.17,0.39,0.29,0.13
Virginia,Northampton,1614,2847,32,238.22,7.68,7.75,7.7,0,9,17458,26.6,22.1,57.3,12.4,8.9,47500,260,12908,0.35,0.23,0.47,0.34,0.1
Kentucky,Casey,1615,984,15.9,34.46,0,0,0,0,9,12244,29.4,38.6,43.1,6.5,5.1,31200,207,14512,0.39,0.25,0.42,0.39,0.1
"West Virginia",McDowell,1616,2974,19,58.17,3.06,0,6.05,8.7,7,12590,37.7,31.8,42.3,4.6,12.4,15100,221,31524,0.46,0.21,0.49,0.33,0.11
Kentucky,Crittenden,1617,989,20.8,42.24,10.56,0,10.63,36.1,7,14795,18.7,24.4,59.6,5.1,7.5,29600,232,9400,0.34,0.27,0.48,0.31,0.13
Utah,Kane,1618,2761,16,83.33,16.67,0,0,60.9,7,16225,16.3,4.3,82.5,11.8,8.6,62600,308,5751,0.42,0.13,0.27,0.32,0.12
Kentucky,Owsley,1619,1056,12.4,0,0,0,0,0,9,10637,52.1,49.1,35.5,9.8,6.2,24100,140,5481,0.47,0.24,0.45,0.3,0.11
Kentucky,Rockcastle,1620,1063,15.1,38.92,6.49,0,6.53,17.9,6,12712,30.7,37.9,44.9,5.9,6.8,30600,197,15627,0.49,0.27,0.44,0.4,0.19
Kentucky,Knott,1621,1021,25.6,21.72,0,0,0,0,9,12073,40.4,35.9,45.1,8.2,10.4,26900,199,18214,0.51,0.23,0.49,0.36,0.13
Virginia,Buchanan,1622,2802,34.1,55.87,3.29,3.33,3.24,0,9,15148,21.9,36.3,42.5,6.4,13.5,42400,270,30033,0.54,0.21,0.43,0.29,0.08
Virginia,Mathews,1623,2841,31.3,55.88,0,0,0,0,1,23185,9.7,13.7,70,15.5,3.6,82900,391,8967,0.35,0.22,0.47,0.34,0.12
Virginia,Amelia,1624,2794,26.2,0,0,0,0,0,8,17463,10.8,20.8,56.3,7.2,5.2,51800,327,9912,0.56,0.25,0.44,0.38,0.1
Virginia,"Charles City",1625,2807,27.8,29.7,0,0,0,0,2,17620,15.8,18.5,56.4,8.4,5.9,49800,358,6887,0.23,0.2,0.43,0.33,0.15
Missouri,Webster,1626,1563,22.8,22.38,0,0,0,18.4,2,14754,19.2,15.5,66.8,8.5,4.5,40700,268,27601,0.66,0.26,0.45,0.39,0.19
Missouri,Wright,1627,1565,17.3,21.39,0,0,5.6,24.9,6,12145,25.3,22.5,59.7,7.4,12.5,31800,219,19241,0.46,0.19,0.45,0.31,0.13
California,"Santa Clara",1628,202,21.7,259.32,1.02,0.44,1.61,97.9,0,31487,7.5,8,82,32.6,5,287700,773,1599604,0.53,0.15,0.39,0.29,0.18
Kentucky,Taylor,1629,1070,17.7,110.24,4.41,4.4,4.46,45.3,7,16170,19.5,27.4,57.4,10.1,4.5,41200,273,22712,0.46,0.25,0.45,0.34,0.13
Virginia,Giles,1630,2822,18.7,91.61,6.11,0,6.09,0,9,16993,12.2,17.9,64.5,8.9,7.2,45000,282,16349,0,0.23,0.49,0.3,0.1
Kansas,Sumner,1631,952,24.8,33.94,7.54,3.72,11.35,37.2,6,19524,7.8,8.2,77.1,11.3,5.3,38700,299,26901,0.51,0.2,0.38,0.33,0.11
Kansas,Cowley,1632,874,30.7,86.24,8.08,2.7,5.37,66.9,4,18025,10.6,10.2,76.9,14.9,5.5,37300,321,37055,0.59,0.22,0.39,0.35,0.12
Virginia,Lynchburg,1633,,0,,,,,,,,,,,,,,,,,,,,
Kansas,Meade,1634,916,26.8,22.96,22.96,22.54,23.32,0,9,18471,11.6,11.4,79.5,17.1,2.6,35500,280,4436,0.46,0.22,0.43,0.31,0.07
Kansas,Clark,1635,869,20.3,126.1,84.07,0,41.51,0,9,21500,5.6,8.8,83.5,17.5,2.5,29000,288,2382,0.49,0.16,0.35,0.28,0.14
Kentucky,Green,1636,1005,27.5,67.2,9.6,9.45,0,0,9,13460,21.6,38.6,49,6.8,7.4,30400,203,10582,0.46,0.27,0.42,0.4,0.19
Kansas,Barber,1637,860,27.4,35.7,35.7,0,35.66,0,9,18117,10.9,9.4,79.4,12.9,4.2,27900,276,5484,0.56,0.19,0.38,0.22,0.16
Virginia,"James City",1638,,0,,,,,,,,,,,,,,,,,,,,
California,Inyo,1639,173,17.9,200.71,10.85,0,5.42,48.9,7,20645,11.9,5.3,81.7,13.5,9.3,118500,412,18433,0.62,0.17,0.35,0.31,0.21
Kentucky,Hart,1640,1011,23.4,49.36,6.17,0,6.23,0,9,13525,27.1,34.6,45.3,5.2,6.4,31800,224,16328,0.39,0.25,0.46,0.39,0.11
Kentucky,Perry,1641,1058,27.4,178.99,3.2,3.21,9.63,17.9,7,14731,32.1,32.5,47.6,6.7,10.4,34500,231,31199,0.6,0.32,0.48,0.35,0.16
Virginia,Campbell,1642,2804,16.3,194.59,0.86,0,0.86,73.8,3,20847,13.7,14.4,68,17.9,3.9,56200,346,116196,0.53,0.25,0.47,0.32,0.13
Colorado,Archuleta,1643,221,18.1,56.34,0,0,0,0,9,14607,16.9,8,80.9,19.7,5.1,79300,385,7953,0.6,0.23,0.37,0.37,0.11
Missouri,Greene,1644,1490,19.5,257.81,2.22,0.89,3.6,79.8,2,21862,14.1,7.9,78.9,20.7,3.2,57600,344,223873,0.41,0.22,0.48,0.36,0.15
Missouri,Shannon,1645,1552,24.8,24.78,0,0,0,0,9,12219,24.1,26,54,6,7,24800,194,7976,0.45,0.26,0.41,0.37,0.15
Kentucky,Livingston,1646,1031,18.6,53.39,10.68,0,10.8,0,9,18647,15.5,21.2,63.1,5.4,6.6,36400,310,9290,0.4,0.25,0.45,0.36,0.13
Kentucky,Muhlenberg,1647,1050,20.5,53.61,3.15,0,3.22,30.9,7,14748,20.7,24.9,54.9,6.2,8.5,37100,246,31857,0.4,0.26,0.48,0.33,0.1
Virginia,Roanoke,1648,2860,22.5,340.25,2.98,0.99,3.96,89.4,3,25023,10.1,11.6,73.5,18.7,2.9,53700,336,201292,0.51,0.31,0.48,0.36,0.17
Virginia,"Prince Edward",1649,2855,19.8,202.65,5.33,5.33,5.44,32.5,7,14616,21.7,19.6,60.5,14.2,5.3,52500,310,18751,0.5,0.21,0.46,0.31,0.12
Kentucky,Butler,1650,977,20.1,17.19,0,0,0,0,9,13239,23.8,34.9,46.6,5.1,7.8,35000,204,11701,,0.25,0.43,0.36,0.11
Colorado,Conejos,1651,228,21.1,51.24,12.81,0,0,0,9,12673,33.9,21.8,63.7,10.7,9,35800,224,7869,0.55,0.23,0.46,0.26,0.12
Kansas,Stevens,1652,951,14.7,57.07,19.02,0,19.32,64.3,7,22985,11.8,9.4,78.4,14.1,2.3,48700,305,5347,0.19,0.19,0.39,0.3,0.11
Kansas,Morton,1653,921,15.4,121.1,30.28,0,0,0,9,20381,16.2,9.8,75.8,16.2,2.2,44700,300,3315,0.51,0.2,0.38,0.34,0.1
Kansas,Seward,1654,944,22.9,123.9,5.16,0,5.23,88.4,7,21312,14.8,13.2,72.2,11.6,4.2,48000,362,20002,0.4,0.2,0.38,0.34,0.1
Kansas,Harper,1655,895,36.9,90.21,30.07,15.33,0,35.3,7,17288,12,9.9,78.2,10.9,3.4,33200,264,6524,0.4,0.19,0.39,0.3,0.11
Kansas,Montgomery,1656,919,30.9,90.2,5.31,2.67,5.3,59.1,5,17548,15.7,11.3,73,13.6,5.6,28500,290,37414,0.89,0.19,0.38,0.31,0.1
Kansas,Labette,1657,906,30.3,122.47,8.75,4.37,8.64,50.3,7,16244,14.6,12,74.2,12.1,6.1,28400,290,22869,0.4,0.16,0.35,0.26,0.11
Kansas,Comanche,1658,873,27.1,47.64,47.64,48.26,0,0,9,19568,17.2,11.6,78,14.9,1.5,24400,227,2072,0.51,0.19,0.39,0.26,0.13
Kentucky,Caldwell,1659,978,21.7,83.29,7.57,0,7.61,52.4,6,16309,19.9,19,61.9,8.2,5.8,33900,229,13290,0.4,0.26,0.46,0.37,0.11
Virginia,York,1660,,0,,,,,,,,,,,,,,,,,,,,
Virginia,Montgomery,1661,2844,23.1,160.93,2.17,1.09,2.18,73,4,15929,23.8,13.2,73.9,31.3,3.3,71000,397,91588,0,0.25,0.43,0.37,0.1
Missouri,Jasper,1662,1500,29.7,191.12,3.12,2.04,8.43,71.5,3,19560,15.3,11,71.4,13.4,4.3,38000,301,97965,0.41,0.23,0.48,0.43,0.15
Kentucky,Pulaski,1663,1061,24.5,137.44,1.83,1.82,5.62,21.7,7,15662,22.7,28.5,56.2,9.2,5.4,44400,263,55065,0.51,0.19,0.45,0.3,0.11
Kentucky,Clay,1664,987,34,35.03,4.38,0,0,0,9,12015,40.2,43.5,38.9,7.4,7.7,27600,201,22736,0.32,0.27,0.47,0.35,0.13
Virginia,"Bedford City",1665,,0,,,,,,,,,,,,,,,,,,,,
Illinois,Massac,1666,627,2.6,58.56,6.51,0,6.58,45.6,7,16364,16.7,19.7,65.3,8,5.3,35400,271,15336,0.41,0.23,0.42,0.31,0.11
Illinois,Alexander,1667,565,26.1,29.47,0,0,0,45.6,7,13637,32.2,20.5,59.7,7.8,9.6,23200,174,10228,0.4,0.19,0.45,0.34,0.08
Virginia,Tazewell,1668,2869,31.9,220.59,4.24,2.12,6.38,35.6,7,16556,19,25,57.3,9.1,10.2,48400,298,47070,0.45,0.17,0.39,0.36,0.1
Illinois,Pulaski,1669,640,26.1,0,0,0,0,0,9,15357,30.2,20.6,59.8,6.1,11.1,23400,212,7348,0.58,0.2,0.42,0.33,0.08
Kansas,Cherokee,1670,867,22.3,17.83,4.46,0,4.53,51.1,6,15100,20.2,12,70.2,10.3,6.7,26500,260,22505,0.55,0.2,0.5,0.39,0.06
Kentucky,Edmonson,1671,992,18.3,27.89,0,0,0,0,9,12042,27,32.1,48.6,5.4,7.2,31600,227,11076,0.39,0.25,0.42,0.37,0.19
Kentucky,Laurel,1672,1024,20,85.28,2.08,0,2.11,13.3,7,15147,24.8,27.6,52.7,8.2,6.3,46300,280,49185,0.46,0.3,0.48,0.4,0.19
Virginia,"Prince George",1673,2856,25.5,80.5,1.96,0,1.96,65.7,2,19052,9.4,10.4,72.9,13.3,5.1,75900,434,50967,0.5,0.23,0.47,0.28,0.11
Virginia,"Roanoke City",1674,,0,,,,,,,,,,,,,,,,,,,,
Virginia,Hopewell,1675,,0,,,,,,,,,,,,,,,,,,,,
Kentucky,Leslie,1676,1027,21.1,51.41,7.34,0,0,0,9,13329,35.6,38,40.4,6.6,8.7,25500,192,13523,0.39,0.31,0.49,0.36,0.19
Virginia,Salem,1677,,0,,,,,,,,,,,,,,,,,,,,
Kentucky,Adair,1678,962,12.3,79.79,6.14,0,0,25,7,13982,25.1,36.6,46.3,7.4,6.9,33200,234,16460,0.51,0.25,0.47,0.34,0.13
Missouri,Wayne,1679,1562,34.3,31.63,0,0,0,0,9,12179,29,30.5,48.9,5.9,18,28700,246,12842,0.48,0.23,0.48,0.36,0.11
Virginia,Bland,1680,2799,9,88.46,0,0,0,0,9,13682,10,20.5,62.6,4.6,6.7,44500,235,6834,0.38,0.24,0.46,0.31,0.12
Virginia,Dickenson,1681,2814,34.5,51.18,5.69,0,0,0,9,14012,25.9,33.7,47.1,6,19.3,39700,262,17381,0.64,0.22,0.44,0.34,0.14
Kansas,Chautauqua,1682,866,38.7,90.11,45.06,0,0,0,9,14022,20.7,15.4,70.5,10.6,5.6,18800,263,4379,0.53,0.22,0.39,0.35,0.18
Virginia,Nottoway,1683,2849,28.1,178.1,6.6,0,6.54,23.3,6,16036,17.7,26.4,53.2,8.8,5.5,43100,294,15230,,0.22,0.44,0.36,0.1
Virginia,"Colonial Heights",1684,,0,,,,,,,,,,,,,,,,,,,,
Virginia,Williamsburg,1685,,0,,,,,,,,,,,,,,,,,,,,
Missouri,Lawrence,1686,1506,21.1,59.94,6.31,0,3.19,40.5,6,15259,16.1,13.7,68.9,9.7,4.7,38200,267,32396,0.46,0.21,0.38,0.34,0.08
California,"Santa Cruz",1687,203,28.6,186.34,0.85,0.84,2.55,88.3,0,26202,10.7,9.4,81.9,29.7,9.1,255400,713,237821,0.58,0.16,0.49,0.36,0.15
Virginia,Dinwiddie,1688,2815,31.1,164.67,4.94,1.63,1.64,70.6,2,20399,17.1,17.5,61.1,11.7,5.9,50600,360,61195,0.22,0.25,0.44,0.36,0.18
Kentucky,Letcher,1689,1028,28.3,111.29,7.42,0,7.41,10.2,7,12924,31.8,33.6,45.6,6.7,12,26400,226,26744,0.4,0.27,0.48,0.33,0.11
Missouri,Scott,1690,1551,24.1,99.25,2.48,2.49,2.49,61.6,5,17538,18.4,19.6,62.4,9.5,6,41600,295,40241,0.55,0.21,0.4,0.37,0.08
Virginia,Charlotte,1691,2808,41.5,65.64,0,0,0,0,8,15855,19.4,25.7,52.1,6.5,7.3,44500,224,12218,0.22,0.22,0.49,0.34,0.07
Virginia,Surry,1692,2867,35.9,15.65,0,0,0,0,8,17932,13.7,21.9,58,11,9.2,59000,296,6406,0.5,0.23,0.45,0.26,0.11
Virginia,Petersburg,1693,,0,,,,,,,,,,,,,,,,,,,,
Virginia,Pulaski,1694,2857,16.4,101.67,2.9,0,0,28.9,7,16451,13.4,20.2,59.6,11.5,6.1,52200,297,34290,0.52,0.15,0.36,0.37,0.12
Virginia,"Newport News",1695,2889,27.8,186.32,3.34,0.57,4.47,100,0,18703,14,6.9,79.3,18.4,5.6,84400,439,176122,0.58,0.21,0.46,0.37,0.12
Virginia,Franklin,1696,2820,25,65.34,2.33,2.29,2.36,10.4,6,16785,11.1,22.5,59.9,10.1,5.5,63100,281,43574,0.56,0.22,0.43,0.38,0.12
Kentucky,Ballard,1697,965,16.3,36.44,0,0,0,0,9,19440,18.5,16.8,64.2,8.7,6.9,33300,216,8252,0.32,0.26,0.47,0.33,0.13
Kentucky,McCracken,1698,1034,20.1,266.35,4.65,3.08,4.64,69.6,5,22319,15.8,11.7,73.1,14.3,4.2,47400,291,64940,0.53,0.23,0.45,0.33,0.17
Virginia,Wise,1699,2873,30.4,162.68,9.04,2.28,9.07,27.8,7,16863,22.1,28.4,52.4,8.9,16.6,43600,302,43782,0.51,0.17,0.39,0.29,0.13
Kentucky,Warren,1700,1075,30,204.86,3.55,2.34,4.82,53,5,20070,17.5,15,70.9,19.2,4.4,57300,337,85545,0.53,0.26,0.46,0.33,0.11
Kentucky,Russell,1701,1065,19.7,44.15,6.31,0,6.34,0,9,13997,25.6,32.7,50.2,6.2,9.5,39000,228,16401,0.43,0.24,0.46,0.3,0.11
Kentucky,Lyon,1702,1033,14.8,25.8,0,0,0,0,9,13114,14.3,18.7,61,9.1,7,43400,255,7849,0.4,0.29,0.47,0.33,0.1
Kentucky,Metcalfe,1703,1046,10.2,32.2,0,0,0,0,9,13752,27.9,39.8,45.2,5,5.5,32800,203,9369,0.4,0.27,0.45,0.33,0.13
Virginia,"Poquoson City",1704,,0,,,,,,,,,,,,,,,,,,,,
Kentucky,Barren,1705,966,22.9,128.61,2.8,2.76,5.69,36.3,7,18299,21.5,28.8,54.5,8.3,5.1,43200,257,36255,0.41,0.24,0.44,0.4,0.17
Kentucky,Christian,1706,985,24,121.83,6.09,3.06,1.5,74.8,3,15165,18.1,14.2,72.2,10.4,5.5,42300,329,65445,0,0.24,0.44,0.37,0.13
Virginia,Radford,1707,,0,,,,,,,,,,,,,,,,,,,,
Virginia,"Isle of Wight",1708,2831,35.6,50.42,0,0,3.69,18.7,1,20420,11.8,16.6,65.4,10.4,5.2,83700,363,28391,0.57,0.26,0.44,0.3,0.11
Virginia,Russell,1709,2862,24,47.85,3.42,3.43,3.43,13.3,6,14441,22.5,31,50.6,6.7,10.9,46000,269,29134,0.48,0.25,0.47,0.36,0.13
Virginia,Pittsylvania,1710,2853,24.1,120.12,1.82,0.92,2.73,49.9,3,17930,15.5,21.8,56.8,9.9,8.4,48400,276,109246,0.38,0.23,0.46,0.34,0.11
